Category,Description,Nutrient Data Bank Number,Carbohydrate,Cholesterol,Choline,Protein,SugarTotal,Water,MonosaturatedFat,FatPolysaturated,SaturatedFat,Fat,Vitamin
Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care Alimentum)",11710053,6.77,1,8,1.8,4.4,87.32,0.294,1.126,1.838,3.63,59
Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care Alimentum)",11710054,6.77,1,8,1.8,4.4,87.32,0.294,1.126,1.838,3.63,59
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care Alimentum)",11710055,6.77,1,8,1.8,4.4,87.32,0.294,1.126,1.838,3.63,59
Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care Alimentum)",11710056,6.77,1,8,1.8,4.4,87.32,0.294,1.126,1.838,3.63,59
Infant formula,"Infant formula, NS as to form (Similac Advance)",11710350,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, ready-to-feed (Similac Advance)",11710351,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Advance)",11710352,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance)",11710353,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Advance)",11710354,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Advance)",11710355,6.87,2,15.1,1.37,6.87,87.71,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Advance)",11710356,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with tap water (Similac Advance)",11710357,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance)",11710358,6.87,2,15.1,1.37,6.87,87.71,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with baby water (Similac Advance)",11710359,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, NS as to form (Similac Advance Organic)",11710360,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, ready-to-feed (Similac Advance Organic)",11710361,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with water, NFS (Similac Advance Organic)",11710363,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with tap water (Similac Advance Organic)",11710367,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Advance Organic)",11710368,6.87,2,15.1,1.37,6.87,87.71,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, powder, made with baby water (Similac Advance Organic)",11710369,6.87,2,15.1,1.37,6.87,87.64,1.317,0.803,1.24,3.62,59
Infant formula,"Infant formula, NS as to form (Similac Sensitive)",11710370,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, ready-to-feed (Similac Sensitive)",11710371,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Sensitive)",11710372,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, powder, made with water, NFS (Similac Sensitive)",11710373,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Sensitive)",11710374,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Sensitive)",11710375,6.99,2,15.1,1.4,6.99,87.7,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Sensitive)",11710376,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, powder, made with tap water (Similac Sensitive)",11710377,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Sensitive)",11710378,6.99,2,15.1,1.4,6.99,87.7,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, powder, made with baby water (Similac Sensitive)",11710379,6.99,2,15.1,1.4,6.99,87.63,0.363,0.787,2.298,3.53,59
Infant formula,"Infant formula, NS as to form (Similac for Spit-Up)",11710380,6.9,0,15.1,1.38,6.9,87.73,0.358,0.781,2.263,3.48,59
Infant formula,"Infant formula, ready-to-feed (Similac for Spit-Up)",11710381,6.9,0,15.1,1.38,6.9,87.73,0.358,0.781,2.263,3.48,59
Infant formula,"Infant formula, powder, made with water, NFS (Similac for Spit-Up)",11710383,6.9,0,15.1,1.38,6.9,87.73,0.358,0.781,2.263,3.48,59
Infant formula,"Infant formula, NS as to form (Similac Expert Care NeoSure)",11710470,7.22,2,11.5,2.01,7.26,86.27,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, ready-to-feed (Similac Expert Care NeoSure)",11710471,7.22,2,11.5,2.01,7.26,86.27,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, powder, made with water, NFS (Similac Expert Care NeoSure)",11710473,7.22,2,11.5,2.01,7.26,86.27,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, powder, made with tap water (Similac Expert Care NeoSure)",11710477,7.22,2,11.5,2.01,7.26,86.27,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Expert Care NeoSure)",11710478,7.22,2,11.5,2.01,7.26,86.34,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, powder, made with baby water (Similac Expert Care NeoSure)",11710479,7.22,2,11.5,2.01,7.26,86.27,1.464,0.929,1.377,3.95,99
Infant formula,"Infant formula, NS as to form (Similac Go and Grow)",11710480,6.73,0,10.6,1.98,6.73,87.28,1.318,0.688,1.473,3.56,60
Infant formula,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",11710481,6.73,0,10.6,1.98,6.73,87.28,1.318,0.688,1.473,3.56,60
Infant formula,"Infant formula, NS as to form (Enfamil Newborn)",11710620,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, ready-to-feed (Enfamil Newborn)",11710621,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Newborn)",11710626,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, powder, made with tap water (Enfamil Newborn)",11710627,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Newborn)",11710628,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, powder, made with baby water (Enfamil Newborn)",11710629,7.39,0,15.7,1.38,7.39,87.78,0.896,0.467,1.001,3.48,60
Infant formula,"Infant formula, NS as to form (Enfamil Infant)",11710630,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, ready-to-feed (Enfamil Infant)",11710631,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Infant)",11710632,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",11710633,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)",11710634,7.38,0,15.7,1.4,7.38,87.35,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",11710635,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Infant)",11710636,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, powder, made with tap water (Enfamil Infant)",11710637,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Infant)",11710638,7.38,0,15.7,1.4,7.38,87.35,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, powder, made with baby water (Enfamil Infant)",11710639,7.38,0,15.7,1.4,7.38,87.28,1.292,0.675,1.444,3.49,59
Infant formula,"Infant formula, NS as to form (Enfamil A.R.)",11710660,7.43,0,15.4,1.6,7.25,87.26,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, ready-to-feed (Enfamil A.R.)",11710661,7.43,0,15.4,1.6,7.25,87.26,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",11710663,7.43,0,15.4,1.6,7.25,87.26,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, powder, made with tap water (Enfamil A.R.)",11710664,7.43,0,15.4,1.6,7.25,87.26,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, NS as to form (Enfamil EnfaCare)",11710665,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, ready-to-feed (Enfamil EnfaCare)",11710666,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",11710667,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",11710668,7.43,0,15.4,1.6,7.25,87.33,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, powder, made with baby water (Enfamil A.R.)",11710669,7.43,0,15.4,1.6,7.25,87.26,1.113,0.608,1.359,3.24,58
Infant formula,"Infant formula, NS as to form (Enfamil Gentlease)",11710670,7.25,0,15.8,1.53,7.25,87.31,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, ready-to-feed (Enfamil Gentlease)",11710671,7.25,0,15.8,1.53,7.25,87.31,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",11710673,7.25,0,15.8,1.53,7.25,87.31,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",11710674,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",11710675,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, powder, made with baby water (Enfamil EnfaCare)",11710676,7.4,1,17.3,2,7.4,86,1.33,0.862,1.578,3.8,58
Infant formula,"Infant formula, powder, made with tap water (Enfamil Gentlease)",11710677,7.25,0,15.8,1.53,7.25,87.31,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",11710678,7.25,0,15.8,1.53,7.25,87.38,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, powder, made with baby water (Enfamil Gentlease)",11710679,7.25,0,15.8,1.53,7.25,87.31,1.308,0.656,1.508,3.49,60
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",11710680,7.4,1,15.7,1.72,7,87.1,1.325,0.719,1.512,3.55,60
Infant formula,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",11710681,7.4,1,15.7,1.72,7,87.1,1.325,0.719,1.512,3.55,60
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",11710683,13.06,2,27.7,3.03,12.36,77.31,2.339,1.27,2.67,6.27,106
Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",11710687,7.4,1,15.7,1.72,7,87.1,1.325,0.719,1.512,3.55,60
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",11710688,7.4,1,15.7,1.72,7,87.17,1.325,0.719,1.512,3.55,60
Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",11710689,7.4,1,15.7,1.72,7,87.1,1.325,0.719,1.512,3.55,60
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",11710690,6.87,0,15.7,1.7,6.87,87.3,0.031,0.722,1.553,3.43,60
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",11710693,6.87,0,15.7,1.7,6.87,87.3,0.031,0.722,1.553,3.43,60
Infant formula,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710697,6.87,0,15.7,1.7,6.87,87.3,0.031,0.722,1.553,3.43,60
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710698,6.87,0,15.7,1.7,6.87,87.37,0.031,0.722,1.553,3.43,60
Infant formula,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",11710699,6.87,0,15.7,1.7,6.87,87.3,0.031,0.722,1.553,3.43,60
Infant formula,"Infant formula, NS as to form (PediaSure)",11710800,11.15,2,29,2.86,10.5,80.47,1.936,1.068,1.256,4.77,74
Infant formula,"Infant formula, ready-to-feed (PediaSure)",11710801,11.15,2,29,2.86,10.5,80.47,1.936,1.068,1.256,4.77,74
Infant formula,"Infant formula, with fiber, NS as to form (PediaSure Fiber)",11710805,11.28,2,28.4,2.8,7.6,80.47,1.936,1.067,1.256,4.7,46
Infant formula,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",11710806,11.28,2,28.4,2.8,7.6,80.47,1.936,1.067,1.256,4.7,46
Infant formula,"Infant formula, NS as to form (Gerber Good Start Gentle)",11710910,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",11710911,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",11710912,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",11710913,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",11710914,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",11710915,7.45,0,16.1,1.48,7.45,87.18,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",11710916,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",11710917,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",11710918,7.45,0,16.1,1.48,7.45,87.18,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",11710919,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, NS as to form (Gerber Good Start Protect)",11710920,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",11710923,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",11710927,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",11710928,7.45,0,16.1,1.48,7.45,87.18,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",11710929,7.45,0,16.1,1.48,7.45,87.1,1.24,0.661,1.429,3.41,61
Infant formula,"Infant formula, NS as to form (Gerber Graduates Gentle)",11710930,7.46,0,15.4,1.41,7.46,87.17,1.193,0.635,1.374,3.28,58
Infant formula,"Infant formula, NS as to form (Gerber Graduates Protect)",11710940,7.46,0,15.4,1.41,7.46,87.17,1.193,0.635,1.374,3.28,58
Infant formula,"Infant formula, NS as to form (Store Brand)",11710960,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",11710961,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, powder, made with water, NFS (Store Brand)",11710962,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, ready-to-feed (Store Brand)",11710963,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, liquid concentrate, made with tap water (Store Brand)",11710964,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",11710965,7.12,1,15.4,1.38,7.12,87.53,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, liquid concentrate, made with baby water (Store Brand)",11710966,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, powder, made with tap water (Store Brand)",11710967,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, powder, made with plain bottled water (Store Brand)",11710968,7.12,1,15.4,1.38,7.12,87.53,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, powder, made with baby water (Store Brand)",11710969,7.12,1,15.4,1.38,7.12,87.46,1.305,0.739,1.342,3.56,59
Infant formula,"Infant formula, NS as to form (Enfamil ProSobee)",11720310,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, ready-to-feed (Enfamil ProSobee)",11720311,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",11720312,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",11720313,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",11720314,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",11720315,6.86,0,15.8,1.62,6.86,87.49,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",11720316,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, powder, made with tap water (Enfamil ProSobee)",11720317,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",11720318,6.86,0,15.8,1.62,6.86,87.49,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, powder, made with baby water (Enfamil ProSobee)",11720319,6.86,0,15.8,1.62,6.86,87.42,1.336,0.673,1.471,3.49,56
Infant formula,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",11720320,7.4,0,15.1,2.07,7.4,87.05,0.698,0.365,0.821,2.77,57
Infant formula,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",11720323,7.4,0,15.1,2.07,7.4,87.05,0.698,0.365,0.821,2.77,57
Infant formula,"Infant formula, NS as to form (Similac Isomil Soy)",11720410,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, ready-to-feed (Similac Isomil Soy)",11720411,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",11720412,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",11720413,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",11720414,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",11720415,6.73,0,15.1,1.58,6.65,87.74,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",11720416,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, powder, made with tap water (Similac Isomil Soy)",11720417,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",11720418,6.73,0,15.1,1.58,6.65,87.74,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, powder, made with baby water (Similac Isomil Soy)",11720419,6.73,0,15.1,1.58,6.65,87.67,1.353,0.827,1.151,3.53,58
Infant formula,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",11720430,6.67,0,7.9,1.76,6.66,87.78,1.293,0.685,1.477,3.6,60
Infant formula,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",11720431,6.67,0,7.9,1.76,6.66,87.78,1.293,0.685,1.477,3.6,60
Infant formula,"Infant formula, NS as to form (Gerber Good Start Soy)",11720610,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, ready-to-feed (Gerber Good Start Soy)",11720611,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",11720612,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",11720613,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",11720614,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",11720615,7.27,1,15.7,1.63,5.8,87.24,1.059,0.784,1.438,3.35,59
Infant formula,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",11720616,7.27,1,15.7,1.63,5.8,87.17,1.059,0.784,1.438,3.35,59
